Correlated Gene	Cytoband	Spearman's Correlation	p-Value	q-Value
SLC39A6	18q12.2	0.21531158714702997	0.05669641333314524	0.23395718640981986
WFDC8	20q13.12	-0.21528456590230818	0.05672821962639422	0.23403677101659393
PCDH18	4q28.3	0.21526290165530668	0.056753730791920164	0.23409035518388432
RIOK2	5q15	0.21521421616358336	0.05681109551154094	0.23412032812990186
RRP1B	21q22.3	0.2152142161635834	0.05681109551154094	0.23412032812990186
RELA	11q13.1	-0.2152142161635834	0.05681109551154094	0.23412032812990186
CHL1	3p26.3	0.21521421616358336	0.05681109551154094	0.23412032812990186
CANX	5q35.3	0.21516553067186	0.056868507519235806	0.23421712046455842
RAP1B	12q15	0.21516553067186003	0.056868507519235806	0.23421712046455842
ALKBH8	11q22.3	0.21514249721976533	0.05689568603428408	0.23421712046455842
AP1M1	19p13.11	-0.21514118792599832	0.05689723126462027	0.23421712046455842
CNOT3	19q13.42	-0.21514118792599782	0.05689723126462097	0.23421712046455842
IFNA7	9p21.3	-0.2151019673561823	0.05694353530872281	0.23435612186833013
UCKL1	20q13.33	-0.21506815968841272	0.05698347350777309	0.23446886865084796
FLNC	7q32.1	-0.21504381694255129	0.05701224460250649	0.23450353939675292
SLC35D3	6q23.3	0.21503980324290523	0.05701698959815129	0.23450353939675292
CHIC1	Xq13.2	0.21499513145082774	0.057069822332925825	0.23466920124711446
FKBP11	12q13.12	-0.21494644595910412	0.05712744747398847	0.2348544921115607
SH2D1B	1q23.3	0.2149351838926746	0.05714078424047703	0.234857669262805
EPHA4	2q36.1	0.21489776046738085	0.057185120052939714	0.23493658223068617
TMEM63C	14q24.3	0.2148977604673805	0.05718512005294078	0.23493658223068617
GAB1	4q31.21	0.2148734177215187	0.057213974140140886	0.23500347585182457
NR0B2	1p36.11	-0.21479577865294355	0.05730608105579645	0.23533009076801475
PSMC5	17q23.3	-0.21475170399221039	0.05735842268967601	0.23540524402600763
GAS2L2	17q12	-0.21474836470374217	0.05736238990783088	0.23540524402600763
HOXC11	12q13.13	-0.21473197890919438	0.05738186017772728	0.23540524402600763
FCRLA	1q23.3	-0.21472736124634847	0.05738734804614116	0.23540524402600763
TMEM138	11q12.2	-0.21472736124634847	0.05738734804614116	0.23540524402600763
RBM4B	11q13.2	-0.21470301850048695	0.057416285292744146	0.2354722731411291
PDE4C	19p13.11	-0.214678675754625	0.05744523443289417	0.23551856420701558
GSG1L	16p12.1	-0.21465433300876335	0.057474195469999406	0.23551856420701558
GART	21q22.11	0.21465433300876344	0.057474195469999406	0.23551856420701558
CYP11B1	8q24.3	-0.21464686936530317	0.057483077495019116	0.23551856420701558
LGALS7B	19q13.2	-0.21463393537060646	0.05749847209947131	0.23551856420701558
TRNT1	3p26.2	0.21462999026290183	0.05750316840746906	0.23551856420701558
TAAR5	6q23.2	0.21459655086741766	0.05754298766066154	0.23563002592349314
ERP44	9q31.1	0.21458130477117826	0.0575611499971374	0.23565277636804408
LEAP2	5q31.1	-0.2145569620253167	0.05759015865615498	0.23571991148664442
PPP1CA	11q13.2	-0.21453261927945463	0.057619179229175636	0.23578706596562612
LPCAT3	12p13.31	-0.21450827653359295	0.057648211719608274	0.2358062663738931
TMEM114	16p13.2	-0.2145075314039573	0.05764910058999045	0.2358062663738931
POLR2J3	7q22.1	-0.21448393378773134	0.05767725613086295	0.23581823028307547
OXA1L	14q11.2	-0.21448393378773137	0.05767725613086295	0.23581823028307547
APOA5	11q23.3	-0.21441333428497297	0.05776155898622076	0.23611126659292037
ARL6IP1	16p12.3	0.21438656280428423	0.05779355305232464	0.23619039947684836
HLTF	3q24	0.21436222005842254	0.05782265711885506	0.23620605977332987
WASHC5	8q24.13	0.21436222005842245	0.05782265711885506	0.23620605977332987
RPL36	19p13.3	-0.21431353456669905	0.057880901079197	0.23639232769793084
NAT1	8p22	0.21428919182083767	0.05791004097983155	0.2364596758488404
PIANP	12p13.31	-0.21424050632911415	0.05796835663909068	0.23654459100335568
GMPPA	2q35	-0.21424050632911376	0.057968356639090717	0.23654459100335568
CNPY1	7q36.3	-0.21423745806821454	0.057972009448025226	0.23654459100335568
MYEOV	11q13.3	-0.2142295774986235	0.05798145380502732	0.23654459100335568
RNF169	11q13.4	0.21421616358325232	0.057997532404540114	0.23655855841982726
PRR19	19q13.2	-0.2141931243535548	0.058025156871204145	0.2365743684673681
PPP4R2	3p13	0.21419182083739055	0.05802672013175428	0.2365743684673681
FXYD3	19q13.12	-0.21416747809152908	0.058055919824146054	0.2366060934520592
RPAP3	12q13.11	0.2141431353456673	0.05808513148512767	0.2366060934520592
NUMBL	19q13.2	-0.2141431353456669	0.05808513148512811	0.2366060934520592
SELENOP	5p12	0.21414313534566723	0.05808513148512811	0.2366060934520592
SLC9A2	2q12.1	0.21410878332189173	0.05812637479892524	0.23672251070072103
EML2	19q13.32	-0.2140457643622202	0.05820209788324372	0.23687607570900868
CLTRN	Xp22.2	0.21404576436222025	0.05820209788324372	0.23687607570900868
PI4K2B	4p15.2	0.21404576436222025	0.05820209788324383	0.23687607570900868
CTNND1	11q12.1	0.21402142161635831	0.05823136943839044	0.23694361970218386
MGA	15q15	0.21399707887049643	0.058260652982614465	0.23701118306942592
COX6A1P2	6p21.2	-0.21397273612463494	0.05828994851932905	0.23707876581197082
MS4A18	11q12.2	0.21392436440053464	0.05834819759126927	0.23716240995645985
MIER3	5q11.2	0.21392405063291142	0.058348575583895515	0.23716240995645985
PYGO2	1q21.3	-0.21392405063291145	0.058348575583895515	0.23716240995645985
ENO2	12p13.31	-0.21387536514118793	0.05840725065941395	0.23734929056009238
NPY2R	4q32.1	0.21385271004455128	0.05843457064221024	0.23740870006842776
ARRDC4	15q26.2	0.21380233690360273	0.05849535335300918	0.23751694689522784
NAP1L5	4q22.1	0.21380233690360273	0.05849535335300918	0.23751694689522784
GXYLT2	3p13	0.2137779941577411	0.058524744952625024	0.23751694689522784
TLR3	4q35.1	0.2137779941577411	0.058524744952625024	0.23751694689522784
TXNDC9	2q11.2	0.2137779941577411	0.058524744952625024	0.23751694689522784
KIAA0408	6q22.33	0.21372930866601741	0.058583564224985056	0.23770405167302922
TSEN2	3p25.2	-0.21365628042843202	0.05867188336760756	0.2380107456142986
THEMIS	6q22.33	0.21360889489742516	0.05872924860761402	0.23809483283204616
AKAP10	17p11.2	0.21360759493670903	0.05873082299195233	0.23809483283204616
XPO5	6p21.1	-0.213607594936709	0.05873082299195233	0.23809483283204616
SHISAL2A	1p32.3	-0.2135845520034194	0.05875873602487488	0.23811109714978454
MCM2	3q21.3	-0.21358325219084728	0.05876031087315872	0.23811109714978454
LRRC8C	1p22.2	0.21353456669912338	0.058819322790734895	0.2382796302792354
UGT1A5	2q37.1	-0.2134894214175436	0.05887408669864472	0.2382796302792354
MPDZ	9p23	0.21348588120740028	0.05887838293798648	0.2382796302792354
CAT	11p13	0.21348588120740028	0.05887838293798648	0.2382796302792354
PRODH	22q11.21	-0.21348588120740034	0.05887838293798648	0.2382796302792354
BRINP2	1q25.2	-0.21348588120739992	0.05887838293798686	0.2382796302792354
MS4A7	11q12.2	0.2134371957156767	0.05893749134227231	0.23846721334655763
SLC26A1	4p16.3	-0.21341285296981483	0.058967063649351996	0.23848362630838096
FAM107B	10p13	0.21341285296981485	0.058967063649351996	0.23848362630838096
NAPA	19q13.33	-0.2133398247322298	0.059055853031383804	0.23879105790950841
MATN4	20q13.12	-0.21323759667791328	0.059180326920731254	0.23919953356092935
RFXAP	13q13.3	0.21321811100292112	0.05920407707599838	0.23919953356092935
BCL10	1p22.3	0.21321811100292112	0.05920407707599838	0.23919953356092935
CCDC78	16p13.3	-0.2132148449032111	0.05920805872713958	0.23919953356092935
NEK3	13q14.3	-0.21319376825705932	0.0592337581768988	0.23925165116697691
CCNC	6q16.2	0.2131694255111977	0.05926345138310808	0.23931987399102167
POMT1	9q34.13	-0.21314508276533567	0.059293156698051096	0.23938811623254191
SAMD5	6q24.3	0.2130963972736126	0.05935260366782441	0.2395763809895577
MUC21	6p21.33	-0.21305711707871947	0.05940060171886551	0.23971836095223514
CYP24A1	20q13.2	0.21297136557821036	0.059505494635847374	0.2400898362244539
TTC9B	19q13.2	-0.2129511293579311	0.059530269935806415	0.2400900509169461
TENT5C	1p12	0.2129503407984417	0.05953123554271895	0.2400900509169461
CCDC93	2q14.1	-0.2128773125608566	0.059620715317777025	0.2403990576866277
KATNAL1	13q12.3	0.2128529698149949	0.05965056620453157	0.24043238445429982
KCNG3	2p21	0.2128414802819785	0.05966465974666944	0.24043238445429982
CAND2	3p25.2	-0.21283019025608726	0.05967851120268787	0.24043238445429982
ERLEC1	2p16.2	0.21282862706913322	0.059680429244527426	0.24043238445429982
SH3BGRL3	1p36.11	-0.21280428432327145	0.05971030444119035	0.24044909972407824
ABHD2	15q26.1	0.21280428432327145	0.05971030444119035	0.24044909972407824
JCHAIN	4q13.3	0.2127851214145904	0.05973383111707078	0.24045944876745046
OPA3	19q13.32	-0.21278123650124148	0.05973860161964585	0.24045944876745046
BVES	6q21	0.21275559883154796	0.059770091318222786	0.2405344062457564
NCK1	3q22.3	0.21273125608568655	0.05980000300544252	0.24060298238931058
OR4K1	14q11.2	0.21270780827301064	0.05982882653113243	0.24066715178533646
KLHL23	2q31.1	0.21265822784810123	0.05988981110302859	0.24086063660690907
ENKD1	16q22.1	-0.21261083624320323	0.059948150630653355	0.2408943606661076
PHAF1	16q22.1	-0.21260954235637763	0.059949744065625234	0.2408943606661076
PLSCR3	17p13.1	-0.21260954235637763	0.059949744065625234	0.2408943606661076
CARMIL1	6p22.2	0.21260954235637763	0.059949744065625234	0.2408943606661076
KDM3A	2p11.2	0.2125986647962006	0.05996314125473802	0.24089641080481794
SSH2	17q11.2	0.2125851996105162	0.05997972882646577	0.24091127437755147
NKX3-1	8p21.2	0.21256085686465434	0.06000972577823693	0.24092822250270254
LHX4	1q25.2	-0.21256085686465429	0.06000972577823693	0.24092822250270254
YARS1	1p35.1	-0.21248782862706905	0.060099789813413074	0.24123800106981544
ZNF212	7q36.1	-0.2123661148977606	0.060250140677263773	0.2417895834435577
STARD8	Xq13.1	0.2123469413224424	0.06027385330952153	0.2418328267685954
MRPS23	17q22	-0.21226874391431344	0.060370641339911185	0.24216918424183687
SPINK5	5q32	0.21224100343250712	0.06040500716767608	0.24225505234614222
CREB3L2	7q33	0.2122200584225902	0.0604309650705369	0.24230717075580144
CDK13	7p14.1	0.2121957156767286	0.06046114529768062	0.24232422578249221
TXN2	22q12.3	-0.21219571567672857	0.06046114529768062	0.24232422578249221
CHTF18	16p13.3	-0.2121713729308665	0.060491337770618124	0.24239326408277914
RASSF1	3p21.31	-0.21214703018500475	0.06052154249277999	0.24241036936308902
PIGP	21q22.13	0.21214703018500486	0.06052154249277999	0.24241036936308902
CAPZA1	1p13.2	0.21212268743914317	0.06055175946759782	0.24247944295797047
EMC2	8q23.1	0.21209834469328145	0.06058198869850199	0.24254853603364696
VNN1	6q23.2	0.2120009737098345	0.06070302825160913	0.24274036966133603
TRIM24	7q33-q34	0.2119766309639728	0.06073331881441704	0.24274036966133603
F2R	5q13.3	0.2119766309639728	0.06073331881441704	0.24274036966133603
ITGBL1	13q33.1	0.21197663096397276	0.06073331881441704	0.24274036966133603
TSNAX	1q42.2	0.21197663096397276	0.06073331881441704	0.24274036966133603
SGF29	16p11.2	-0.21195228821811102	0.060763621653900986	0.24274036966133603
NPBWR1	8q11.23	0.21193922033432158	0.06077989415220974	0.24274036966133603
EOMES	3p24.1	0.21192939901386826	0.06079212626774033	0.24274036966133603
HECTD2	10q23.32	0.21192794547224925	0.060793936773493706	0.24274036966133603
NRCAM	7q31.1	0.21190360272638742	0.06082426417662795	0.24274036966133603
NUBP1	16p13.13	-0.21190360272638736	0.06082426417662795	0.24274036966133603
TSC22D1	13q14.11	0.2119036027263874	0.06082426417662795	0.24274036966133603
NLGN4X	Xp22.32-p22.31	0.21187925998052565	0.06085460386673608	0.24274036966133603
INPP5B	1p34.3	-0.21185491723466418	0.06088495584725005	0.24274036966133603
PTPN12	7q11.23	0.21185491723466418	0.06088495584725005	0.24274036966133603
KCTD13	16p11.2	-0.21185491723466418	0.06088495584725005	0.24274036966133603
PSMB2	1p34.3	-0.2118549172346638	0.06088495584725108	0.24274036966133603
OOSP2	11q12.1	0.2118357733961811	0.060908834157072225	0.24274036966133603
VAMP4	1q24.3	0.21183057448880238	0.060915320121604215	0.24274036966133603
ANKRD39	2q11.2	-0.21183057448880235	0.060915320121604215	0.24274036966133603
ZNF605	12q24.33	0.2118305744888023	0.060915320121604215	0.24274036966133603
PLK1	16p12.2	-0.21180623174294053	0.06094569669323226	0.24274036966133603
STK11	19p13.3	-0.21180623174294047	0.06094569669323226	0.24274036966133603
HOXD11	2q31.1	-0.2117856834789952	0.06097134782027611	0.24274036966133603
PRR5L	11p13-p12	-0.21178188899707906	0.0609760855655653	0.24274036966133603
GNRHR	4q13.2	0.21176270119957905	0.06100004780135189	0.24274036966133603
LDB2	4p15.32	0.21175754625121715	0.061006486742039436	0.24274036966133603
CDC25B	20p13	-0.2117575462512172	0.061006486742039436	0.24274036966133603
GMFG	19q13.2	-0.2117575462512168	0.06100648674204016	0.24274036966133603
DEFB108B	11q13.4	-0.21174025687254142	0.061028086581777975	0.24277463768316146
DTX3L	3q21.1	0.21170886075949374	0.061067326021143585	0.2427934746798634
GNPDA2	4p12	0.2117088607594938	0.061067326021143585	0.2427934746798634
FZD7	2q33.1	0.21168451801363186	0.06109776413064128	0.2427934746798634
DGCR8	22q11.21	-0.21168451801363186	0.06109776413064128	0.2427934746798634
CCDC85A	2p16.1	0.2116845180136319	0.06109776413064128	0.2427934746798634
NYNRIN	14q12	0.2116601752677704	0.06112821455801554	0.24281124409965668
CASS4	20q13.31	0.2116601752677704	0.06112821455801554	0.24281124409965668
TEAD3	6p21.31	-0.21163583252190835	0.06115867730670119	0.24288063626389744
ZNF644	1p22.2	0.21161148977604688	0.061189152380132256	0.2428984551798311
ZNF257	19p12	0.21161148977604644	0.061189152380132915	0.2428984551798311
CRYGC	2q33.3	-0.21155138055823575	0.06126445688554619	0.2431457521362027
SPHKAP	2q36.3	0.21152757745996292	0.06129429806800425	0.24316093246714846
MAPK6	15q21.2	0.21152757745996292	0.06129429806800425	0.24316093246714846
PPFIA2	12q21.31	0.21148977604673808	0.06134171273870342	0.2432973978834252
BLOC1S6	15q21.1	0.21144109055501484	0.06140282327558853	0.2434364741231357
LONRF3	Xq24	0.21144109055501448	0.061402823275588984	0.2434364741231357
PRL	6p22.3	0.21141821845904687	0.06143154962565667	0.24345441836799672
DYNC1LI2	16q22.1	0.21141674780915273	0.06143339707065964	0.24345441836799672
MPND	19p13.3	-0.21136806231742944	0.06149458173123538	0.24364523448537154
LRPPRC	2p21	0.21134371957156775	0.06152519260361547	0.24371486021177877
C6ORF62	6p22.3	0.21131937682570606	0.0615558158419712	0.24373286709044198
EPOR	19p13.2	-0.21131937682570567	0.06155581584197168	0.24373286709044198
ZNRF4	19p13.3	-0.21128949495779759	0.06159342422237692	0.24383013108616938
ITGB6	2q24.2	0.21123516076210594	0.06166185531348152	0.24403377333543189
H2BC9	6p22.2	-0.2112279230328912	0.061670975511505924	0.24403377333543189
TRAPPC8	18q12.1	0.21119766309639731	0.061709117643711654	0.24413302351616972
WRN	8p12	0.21117332035053554	0.061739815150114695	0.24420278556942318
CDK11A	1p36.33	-0.21114897760467377	0.061770525046557695	0.24427256710287773
MED17	11q21	0.211124634858812	0.06180124733647915	0.24434236811776747
OTOR	20p12.1	-0.2111071642308224	0.06182330416224057	0.24437788638290614
GSPT2	Xp11.22	0.21107594936708876	0.06186272911051208	0.24448202859678697
GOSR1	17q11.2	0.21105160662122688	0.06189348860150159	0.24451842026222173
RBMY1F	Yq11.223	-0.21104789784147396	0.06189817610426762	0.24451842026222173
ZBTB14	18p11.31	0.21102726387536497	0.06192426049972491	0.24451842026222173
PCNX4	14q23.1	0.211027263875365	0.06192426049972491	0.24451842026222173
PI4K2A	10q24.2	0.21100292112950314	0.06195504480862069	0.24458831100476167
IARS2	1q41	0.21097857838364167	0.06198584153162829	0.24465822123115025
BCKDHB	6q14.1	0.2109542356377798	0.06201665067218814	0.24472815094262462
PYROXD2	10q24.2	-0.21092989289191827	0.06204747223373916	0.24474644407370647
MRNIP	5q35.3	-0.21092989289191788	0.06204747223373964	0.24474644407370647
CLUAP1	16p13.3	0.2108812074001948	0.06210915263357626	0.2448863932038475
EDC4	16q22.1	-0.21088120740019484	0.06210915263357626	0.2448863932038475
SCD	10q24.31	0.21085686465433287	0.062140011478743123	0.24495639699960883
CTBS	1p22.3	0.21080817916260935	0.06220176647677249	0.24514813846727984
MRPS18B	6p21.33	-0.21071080817916302	0.06232542579996389	0.24553196722418072
RPS6KB1	17q23.1	0.2107108081791626	0.062325425799964564	0.24553196722418072
KRT16	17q21.2	-0.21063967186526805	0.06241589355136082	0.24583655671209184
SQLE	8q24.13	0.21061343719571593	0.06244928440953172	0.24586446366204223
PFN1	17p13.2	-0.2106134371957159	0.06244928440953172	0.24586446366204223
C9ORF131	9p13.3	-0.21057861481668005	0.06249362786890463	0.24598723641891648
UBE2M	19q13.43	-0.21054040895813048	0.06254230928090085	0.24612702892376412
CREG1	1q24.2	0.21044303797468353	0.06266651717169734	0.24656392454021017
APCDD1L	20q13.32	0.21041996504042126	0.06269597864047975	0.24662793112931147
FCHSD2	11q13.4	0.21039435248295993	0.06272869606291392	0.24666853707339334
ONECUT3	19p13.3	0.210391224466292	0.06273269273240849	0.24666853707339334
ENO1	1p36.23	-0.21034566699123672	0.0627909249547391	0.24676515449533018
C8ORF58	8p21.3	-0.21034566699123636	0.06279092495474002	0.24676515449533018
RTL3	Xq21.1	0.21034101999586174	0.06279686727300517	0.24676515449533018
SFT2D2	1q24.2	0.2103213242453749	0.06282205815949028	0.24681226002004034
XPO6	16p12.1	-0.21017526777020457	0.06300912022871155	0.24744316899901364
DNAAF11	8q24.22	0.21017526777020457	0.06300912022871155	0.24744316899901364
FAM135B	8q24.23	0.21012658227848108	0.0630715744642542	0.24763640862430242
ACIN1	14q11.2	-0.2101022395326191	0.0631028203873671	0.24770706037401366
S1PR3	9q22.1	0.2100292112950341	0.06319663341941537	0.24797117307076647
GPR176	15q14-q15.1	0.21002921129503405	0.06319663341941537	0.24797117307076647
SPIN2A	Xp11.21	-0.21000486854917247	0.063227929529154	0.2480419069650526
WNT8A	5q31.2	-0.2099635275544888	0.06328110810761702	0.24819843765331198
FAM166B	9p13.3	-0.20993695081563057	0.06331531396227034	0.24828050427873286
BICRAL	6p21.1	0.2098101265822785	0.06347875068635545	0.2488691876216532
EHD2	19q13.33	-0.20978578383641677	0.06351015991761971	0.24894011728665658
OSBPL11	3q21.2	0.20976144109055508	0.06354158173517781	0.2490110665357817
GPR32	19q13.33	-0.2097479796573953	0.06355896327017725	0.24902697556265424
GRHPR	9p13.2	-0.20973709834469337	0.06357301614247737	0.2490298387995242
FAM43B	1p36.12	-0.20971275559883157	0.06360446314296739	0.24904864464421647
BHMT2	5q14.1	0.20971275559883168	0.06360446314296739	0.24904864464421647
